Opportunity_ID,Target
10689,0.9780159
10690,0.6362049
10691,0.63981414
10692,0.9292381
10693,0.9948822
10694,0.9948822
10695,0.7159523
10696,0.62345904
10697,0.96226496
10698,0.96780986
10699,0.968273
10700,0.83252674
10701,0.93952185
10702,0.9378588
10703,0.8695707
10704,0.99496365
10705,0.9972848
10706,0.45099488
10707,0.39003977
10708,0.49561295
10709,0.941516
10710,0.99100363
10711,0.99691224
10712,0.9841615
10713,0.991651
10714,0.5636698
10715,0.977358
10716,0.97356266
10717,0.9889792
10718,0.9041161
10719,0.9208448
10720,0.607676
10721,0.60086113
10722,0.5720649
10723,0.90810037
10724,0.99270695
10725,0.9982734
10726,0.94660956
10727,0.9640981
10728,0.98350346
10729,0.98740375
10730,0.98299813
10731,0.0048481305
10732,0.66257924
10733,0.67379224
10734,0.9781044
10735,0.9972487
10736,0.9929011
10737,0.93955046
10738,0.9571029
10739,0.62005776
10740,0.0723346
10741,0.9950305
10742,0.85367334
10743,0.98327684
10744,0.98726106
10745,0.98726106
10746,0.97300375
10747,0.97300375
10748,0.921391
10749,0.93278486
10750,0.9926027
10751,0.9182191
10752,0.9182191
10753,0.58270305
10754,0.8735614
10755,0.98950446
10756,0.99826235
10757,0.0025215033
10758,0.0028636577
10759,0.0017799819
10760,0.32883966
10761,0.99845755
10762,0.99524903
10763,0.99334997
10764,0.9908206
10765,0.10088281
10766,0.9953971
10767,0.99561125
10768,0.77376217
10769,0.88266873
10770,0.41125166
10771,0.0010009267
10772,0.6002695
10773,0.6079663
10774,0.3288364
10775,0.10989463
10776,0.31804827
10777,0.9645567
10778,0.9835829
10779,0.97067404
10780,0.92362297
10781,0.7445947
10782,0.25800997
10783,0.34936225
10784,0.8054748
10785,0.9795925
10786,0.00021622138
10787,0.9949582
10788,0.93367326
10789,0.28524807
10790,0.98416466
10791,0.98544407
10792,0.9898859
10793,0.95635056
10794,0.95635056
10795,0.9916672
10796,0.8063286
10797,0.4718858
10798,0.8102942
10799,0.2949081
10800,0.053634208
10801,0.04578103
10802,0.024150036
10803,0.00021149499
10804,0.9778991
10805,0.0007012046
10806,0.9728741
10807,0.31636602
10808,0.09551852
10809,0.3022647
10810,0.0001742957
10811,0.00066268543
10812,0.9289527
10813,0.00338835
10814,0.0044140676
10815,0.8884431
10816,0.756596
10817,0.025889121
10818,0.9934238
10819,0.0010687048
10820,0.9595517
10821,0.0008164626
10822,0.00041501774
10823,0.98943275
10824,0.005758021
10825,0.19317313
10826,0.5796522
10827,0.98884845
10828,0.9928657
10829,0.7116411
10830,0.0043302476
10831,0.26884118
10832,0.5683457
10833,0.04538741
10834,0.000765366
10835,0.00863542
10836,0.9963186
10837,0.97906053
10838,0.01562974
10839,0.00048863294
10840,0.2575797
10841,0.00071893196
10842,0.2685092
10843,0.28525466
10844,0.9909478
10845,0.9731276
10846,0.7538308
10847,0.8258495
10848,0.0022879338
10849,0.8751742
10850,0.8720618
10851,0.88518107
10852,0.92996997
10853,0.9595499
10854,0.969769
10855,0.92245674
10856,0.9657221
10857,0.785974
10858,0.9066048
10859,0.0010220692
10860,0.005410889
10861,0.00043598408
10862,0.11145085
10863,0.0014586672
10864,0.9987557
10865,0.98788667
10866,0.0011475923
10867,0.014945576
10868,0.49939778
10869,0.0008249831
10870,0.12288474
10871,0.9985339
10872,0.0008425596
10873,0.18208449
10874,0.9969355
10875,0.94991654
10876,0.9921154
10877,0.99239457
10878,0.7907849
10879,0.44901636
10880,0.18089855
10881,0.99290586
10882,0.07070445
10883,0.008468502
10884,0.02660719
10885,0.9707987
10886,0.7682998
10887,0.010657251
10888,0.9053915
10889,0.9921605
10890,0.9145237
10891,0.9891884
10892,0.9589281
10893,0.0034960946
10894,0.97650766
10895,0.8623232
10896,0.99426514
10897,0.9939615
10898,0.09678238
10899,0.13197449
10900,0.92785
10901,0.98807085
10902,0.9102724
10903,0.00032894567
10904,0.99438584
10905,0.91237473
10906,0.99187565
10907,0.60352856
10908,0.0020447692
10909,0.97820866
10910,0.0006050423
10911,0.93321705
10912,0.112034686
10913,0.9889629
10914,0.008832249
10915,0.9954253
10916,0.63319063
10917,0.7496159
10918,0.9593184
10919,0.033059217
10920,0.37053922
10921,0.10560354
10922,0.100383
10923,0.5442257
10924,0.99697685
10925,0.99805737
10926,0.004524068
10927,0.00131786
10928,0.9825884
10929,0.8414687
10930,0.9124515
10931,0.8153241
10932,0.7700793
10933,0.0021649161
10934,0.88644016
10935,0.12639122
10936,0.7478341
10937,0.002024572
10938,0.008092184
10939,0.2842492
10940,0.57323515
10941,0.0035534916
10942,0.0053970674
10943,0.003759753
10944,0.0060998807
10945,0.91012585
10946,0.9639355
10947,0.05572761
10948,0.2021591
10949,0.99701947
10950,0.00036129955
10951,0.0006844782
10952,0.95297074
10953,0.52117455
10954,0.92149645
10955,0.5052064
10956,0.3297581
10957,0.32723874
10958,0.16246462
10959,0.0019741077
10960,0.95927143
10961,0.9314618
10962,0.0015973222
10963,0.0023383787
10964,0.7176057
10965,0.001054987
10966,0.94256985
10967,0.99566925
10968,0.0014769243
10969,0.9874027
10970,0.28464827
10971,0.5733434
10972,0.23353577
10973,0.0013834601
10974,0.79801345
10975,0.77105767
10976,0.9816064
10977,0.59167045
10978,0.9933368
10979,0.9213764
10980,0.23150255
10981,0.52343947
10982,0.90784025
10983,0.58243793
10984,0.00050638895
10985,0.0031946825
10986,0.9952676
10987,0.9952716
10988,0.00964693
10989,0.12998132
10990,0.18643653
10991,0.06315807
10992,0.0040585413
10993,0.9925345
10994,0.00085330097
10995,0.72205025
10996,0.31269044
10997,0.05882424
10998,0.9977555
10999,0.8337773
11000,0.00066128327
11001,0.077112675
11002,0.0013671962
11003,0.0005639266
11004,0.9853587
11005,0.21732672
11006,0.33236986
11007,0.99757385
11008,0.005766364
11009,0.9503723
11010,0.99873215
11011,0.047876887
11012,0.50936383
11013,0.0033877667
11014,0.9660769
11015,0.2007709
11016,0.0028125192
11017,0.92733157
11018,0.008342052
11019,0.9268354
11020,0.0021013243
11021,0.9836457
11022,0.3432145
11023,0.8049971
11024,0.31147504
11025,0.9723139
11026,0.9723139
11027,0.9102406
11028,0.4515621
11029,0.9835904
11030,0.61990815
11031,0.9898915
11032,0.06095268
11033,0.9910238
11034,0.0011011814
11035,0.0013894876
11036,0.9705349
11037,0.8469958
11038,0.73514634
11039,0.9958579
11040,0.011059574
11041,0.96908754
11042,0.08931571
11043,0.07598985
11044,0.81421965
11045,0.0002669869
11046,0.9890982
11047,0.40499184
11048,0.1346773
11049,0.019178452
11050,0.9325192
11051,0.76129144
11052,0.007498414
11053,0.00194321
11054,0.0010107037
11055,0.63477314
11056,0.010507274
11057,0.84767526
