Opportunity_ID,Target
10689,0.7600000000000001
10690,0.64
10691,0.84
10692,0.5266666666666667
10693,1.0
10694,1.0
10695,0.84
10696,0.84
10697,0.9200000000000002
10698,0.88
10699,0.8400000000000001
10700,0.84
10701,0.8000000000000002
10702,0.76
10703,0.8000000000000002
10704,0.84
10705,0.78
10706,0.66
10707,0.36
10708,0.48
10709,0.92
10710,0.64
10711,0.76
10712,0.72
10713,0.68
10714,0.68
10715,1.0
10716,0.76
10717,0.68
10718,0.96
10719,0.92
10720,0.48
10721,0.64
10722,0.76
10723,0.72
10724,0.72
10725,0.92
10726,0.76
10727,0.72
10728,0.96
10729,0.56
10730,0.92
10731,0.0
10732,0.52
10733,0.52
10734,0.56
10735,0.88
10736,0.76
10737,1.0
10738,0.68
10739,0.72
10740,0.56
10741,1.0
10742,0.92
10743,1.0
10744,1.0
10745,1.0
10746,0.88
10747,0.88
10748,1.0
10749,1.0
10750,0.68
10751,0.8
10752,0.8
10753,0.84
10754,0.84
10755,0.68
10756,0.92
10757,0.0
10758,0.0
10759,0.0
10760,0.28
10761,0.92
10762,0.92
10763,0.96
10764,0.56
10765,0.28
10766,0.64
10767,0.7200000000000001
10768,0.36
10769,0.4
10770,0.36
10771,0.0
10772,0.44
10773,0.48
10774,0.6
10775,0.36
10776,0.44
10777,0.56
10778,0.84
10779,0.7733333333333334
10780,0.48
10781,0.76
10782,0.48
10783,0.48
10784,0.84
10785,0.64
10786,0.0
10787,0.96
10788,0.68
10789,0.4
10790,0.76
10791,0.96
10792,0.64
10793,0.96
10794,0.96
10795,1.0
10796,0.6571428571428573
10797,0.52
10798,0.75
10799,0.6
10800,0.36
10801,0.36000000000000004
10802,0.56
10803,0.08666666666666667
10804,0.7163636363636362
10805,0.16
10806,0.7333333333333334
10807,0.36
10808,0.40800000000000003
10809,0.64
10810,0.52
10811,0.0
10812,0.56
10813,0.0
10814,0.28
10815,0.56
10816,0.36
10817,0.4
10818,0.76
10819,0.0
10820,0.68
10821,0.0
10822,0.10666666666666667
10823,0.68
10824,0.0
10825,0.64
10826,0.54
10827,0.76
10828,0.96
10829,0.48
10830,0.6
10831,0.52
10832,0.24
10833,0.32
10834,0.0
10835,0.3866666666666667
10836,0.56
10837,1.0
10838,0.84
10839,0.0
10840,0.24
10841,0.04
10842,0.24
10843,0.24
10844,0.64
10845,0.8266666666666667
10846,0.72
10847,0.64
10848,0.0
10849,0.68
10850,0.6
10851,0.64
10852,0.72
10853,0.56
10854,0.6000000000000001
10855,0.5800000000000001
10856,0.6
10857,0.76
10858,0.79
10859,0.0
10860,0.56
10861,0.42000000000000004
10862,0.6
10863,0.4
10864,1.0
10865,0.76
10866,0.2
10867,0.28
10868,0.7
10869,0.24
10870,0.52
10871,0.96
10872,0.4
10873,0.36
10874,0.7866666666666667
10875,0.84
10876,0.78
10877,0.96
10878,0.72
10879,0.52
10880,0.52
10881,0.96
10882,0.16
10883,0.2
10884,0.44
10885,0.52
10886,0.48
10887,0.52
10888,0.68
10889,1.0
10890,0.68
10891,0.96
10892,0.5800000000000001
10893,0.04
10894,0.96
10895,0.68
10896,0.7200000000000001
10897,0.68
10898,0.08
10899,0.44
10900,1.0
10901,0.68
10902,0.64
10903,0.0
10904,0.84
10905,0.8
10906,0.96
10907,0.92
10908,0.2
10909,0.68
10910,0.0
10911,0.84
10912,0.44
10913,0.79
10914,0.0
10915,0.8
10916,0.6
10917,0.66
10918,0.96
10919,0.36
10920,0.44
10921,0.72
10922,0.44
10923,0.33999999999999997
10924,1.0
10925,0.96
10926,0.0
10927,0.0
10928,1.0
10929,0.6
10930,0.6
10931,0.64
10932,0.92
10933,0.56
10934,0.4
10935,0.6
10936,0.56
10937,0.0
10938,0.36
10939,0.64
10940,0.8000000000000002
10941,0.0
10942,0.0
10943,0.0
10944,0.0
10945,0.48
10946,0.88
10947,0.96
10948,0.44
10949,1.0
10950,0.0
10951,0.0
10952,0.64
10953,0.24
10954,0.68
10955,0.52
10956,0.48
10957,0.52
10958,0.44
10959,0.0
10960,0.84
10961,0.92
10962,0.0
10963,0.0
10964,0.4
10965,0.28
10966,0.68
10967,0.94
10968,0.0
10969,0.88
10970,0.44
10971,0.7333333333333334
10972,0.7199999999999999
10973,0.2400000000000001
10974,0.4
10975,0.5333333333333333
10976,0.52
10977,0.68
10978,0.72
10979,0.56
10980,0.52
10981,0.62
10982,0.44
10983,0.4
10984,0.05333333333333334
10985,0.0
10986,0.68
10987,0.64
10988,0.56
10989,0.08
10990,0.04
10991,0.08
10992,0.0
10993,0.94
10994,0.0
10995,0.44
10996,0.32
10997,0.44
10998,0.96
10999,0.78
11000,0.0
11001,0.4
11002,0.56
11003,0.0
11004,0.96
11005,0.48
11006,0.555
11007,1.0
11008,0.16
11009,0.68
11010,0.96
11011,0.56
11012,0.54
11013,0.22
11014,0.56
11015,0.52
11016,0.0
11017,0.72
11018,0.24
11019,0.8
11020,0.28
11021,0.52
11022,0.6666666666666666
11023,0.96
11024,0.04
11025,0.72
11026,0.72
11027,0.76
11028,0.28
11029,0.96
11030,0.4
11031,0.96
11032,0.48
11033,0.96
11034,0.08
11035,0.08
11036,0.88
11037,0.64
11038,0.52
11039,1.0
11040,0.0
11041,0.96
11042,0.68
11043,0.96
11044,0.32
11045,0.08
11046,0.48
11047,0.4
11048,0.28
11049,0.44
11050,0.56
11051,0.8
11052,0.12
11053,0.0
11054,0.0
11055,0.44
11056,0.0
11057,0.49333333333333335
11058,0.1
11059,0.16
11060,0.4
11061,0.44
11062,0.08
11063,0.56
11064,0.6
11065,0.48
11066,0.68
11067,0.52
11068,0.92
11069,0.0
11070,0.5800000000000001
11071,0.0
11072,0.8
11073,0.96
11074,0.48
11075,0.48
11076,0.64
11077,0.96
11078,0.32
11079,0.48
11080,1.0
11081,0.84
11082,0.0
11083,0.0
11084,0.0
11085,0.38
11086,1.0
11087,1.0
11088,0.08
11089,0.0
11090,0.0
11091,0.4
11092,0.6533333333333333
11093,0.54
11094,0.44
11095,0.96
11096,0.96
11097,0.05333333333333334
11098,0.36
11099,0.72
11100,0.6
11101,0.6
11102,0.6
11103,0.44
11104,0.52
11105,0.0
11106,0.0
11107,0.0
11108,0.88
11109,0.88
11110,0.72
11222,0.68
11223,0.68
11224,0.72
11225,0.0
11226,0.72
11227,0.04
11228,0.96
11229,0.44
11230,0.86
11231,0.64
11232,0.48
11233,0.76
11234,0.6
11235,0.0
11236,0.7777777777777777
11237,0.04
11238,0.72
11239,0.0
11240,0.0
11241,1.0
11242,0.92
11243,0.48
11244,0.0
11245,0.72
11246,0.0
11247,0.08
11248,0.7090909090909091
11249,0.68
11250,0.44
11251,0.64
11252,0.56
11253,0.94
11254,0.4
11255,0.76
11256,0.88
11257,0.12
11258,0.04
11259,0.76
11260,0.7066666666666667
11261,0.56
11262,0.64
11263,0.72
11264,0.32
11265,0.0
11266,0.04
11267,0.44
11268,0.28
11269,0.56
11270,0.6
11271,0.6
11272,0.52
11273,0.7200000000000001
11274,0.84
11275,0.64
11276,0.64
11277,0.68
11278,0.48
11279,0.2
11280,0.696
11281,0.96
11282,0.52
11283,0.24
11284,0.4
11285,0.32
11286,0.48
11287,0.68
11288,0.64
11289,0.36
11290,0.4
11291,0.32
11292,0.0
11293,0.72
11294,0.0
11295,0.44
11296,0.0
11297,0.08
11298,0.48
11299,0.72
11300,0.64
11301,0.88
11302,0.68
11303,0.6
11304,0.6000000000000001
11305,0.0
11306,0.56
11307,0.0
11308,0.72
11309,0.6
11310,0.88
11311,0.64
11312,0.48
11313,0.48
11314,0.0
11315,0.68
11316,0.6
11317,0.6
11318,0.6
11319,0.84
11320,0.8
11321,0.32
11322,0.96
11323,0.96
11324,0.76
11325,0.0
11326,0.04
11327,0.04
11328,0.92
11329,0.0
11330,0.0
11331,0.72
11332,0.86
11333,0.8
11334,0.84
11335,0.68
11336,0.6
11337,0.64
11338,0.64
11339,0.52
11340,0.28
11341,0.0
11342,0.53
11343,0.52
11344,0.44
11345,1.0
11346,0.08
11347,0.6000000000000001
11348,0.92
11349,0.76
11350,0.0
11351,0.6
11352,0.74
11353,0.78
11354,0.46
11355,0.0
11356,0.48
11357,0.7733333333333334
11358,0.0
11359,0.04
11360,0.28
11361,0.64
11362,0.68
11363,0.04
11364,0.0
11365,0.64
11366,0.72
11367,0.013333333333333334
11368,0.5800000000000001
11369,0.0
11370,0.8400000000000001
11371,0.74
11372,0.7
11373,0.0
11374,0.32
11375,0.64
11376,0.28
11377,0.24
11378,0.24
11379,0.64
11380,0.56
11381,0.5066666666666667
11382,0.78
11383,0.94
11384,0.44
11385,0.0
11386,0.5466666666666667
11387,0.36
11388,1.0
11389,0.0
11390,0.0
11391,0.0
11392,0.0
11393,0.48
11394,0.94
11395,0.56
11396,0.76
11397,0.2
11398,0.52
11399,0.32
11400,1.0
11401,0.52
11402,0.64
11403,0.28
11404,0.0
11405,0.0
11406,0.04
11407,0.7822222222222222
11408,0.6799999999999999
11409,0.28
11410,0.78
11411,0.72
11412,0.96
11413,0.8200000000000001
11414,0.92
11415,0.16
11416,0.76
11417,0.84
11418,0.12
11419,0.6000000000000001
11420,0.4
11421,0.04
11422,0.12
11423,0.28
11424,1.0
11425,0.7466666666666667
11426,0.88
11427,0.64
11428,0.24
11429,0.2
11430,0.16
11431,0.0
11432,0.0
11433,0.04
11434,0.04
11435,0.76
11436,0.08
11437,0.39999999999999997
11438,0.48
11439,0.94
11440,0.92
11441,0.76
11442,0.0
11443,0.32
11444,0.44
11445,1.0
11446,1.0
11447,0.0
11448,0.0
11449,0.16
11450,0.4
11451,0.12
11452,0.36
11453,0.28
11454,0.30666666666666664
11455,0.0
11456,0.92
11457,0.32
11458,0.76
11459,0.0
11460,0.04
11461,0.36
11462,0.36
11463,0.2
11464,0.38
11465,0.44000000000000006
11466,0.5
11467,0.6
11468,0.38
11469,0.4
11470,0.52
11471,0.48
11472,0.36
11473,0.84
11474,0.4
11475,0.84
11476,0.88
11477,0.8600000000000001
11478,0.92
11479,0.64
11480,0.28
11481,0.08
11482,0.16
11483,0.0
11484,0.04
11485,0.04
11486,0.04
11487,0.0
11488,1.0
11489,1.0
11490,0.7266666666666666
11491,0.7066666666666667
11492,0.6000000000000001
11493,0.52
11494,0.24
11495,0.33999999999999997
11496,0.08
11497,0.64
11498,0.12
11499,0.52
11500,0.8
11501,0.68
11502,0.84
11503,0.56
11504,0.6
11505,0.7866666666666667
11506,0.72
11507,0.0
11508,0.88
11509,1.0
11510,0.6
11511,1.0
11512,1.0
11513,0.92
11514,1.0
11515,0.0
11516,0.72
11517,0.56
11518,0.0
11519,0.96
11520,0.84
11521,0.76
11522,1.0
11523,0.0
11524,1.0
11525,1.0
11526,1.0
11527,1.0
11528,0.92
11529,0.56
11530,0.02
11531,0.0
11532,0.68
11533,0.48
11534,0.48
11535,0.45999999999999996
11536,0.88
11537,0.48
11538,0.0
11539,0.56
11540,0.92
11541,0.16
11542,0.56
11543,0.72
11544,0.6
11545,0.48
11546,0.5879999999999999
11547,0.7333333333333333
11548,0.6533333333333334
11549,0.7933333333333333
11550,0.0
11551,0.0
11552,0.64
11553,0.16
11554,0.68
11555,0.0
11556,0.0
11557,0.56
11558,0.4
11559,0.48
11560,0.6
11561,0.04
11562,0.0
11563,0.8
11564,0.92
11565,0.72
11566,0.36
11567,0.64
11568,0.48
11569,0.6
11570,0.48
11571,0.76
11572,0.12
11573,0.4
11574,0.76
11575,0.38
11576,0.32
11577,0.44
11578,0.36
11579,0.0
11580,0.84
11581,0.92
11582,0.6
11583,0.6
11584,0.68
11585,0.54
11586,0.52
11587,0.68
11588,1.0
11589,1.0
11590,0.88
11591,0.44
11592,0.44
11594,0.56
11595,0.52
11596,0.5800000000000001
11597,0.44
11598,0.96
11599,0.96
11600,0.76
11601,0.88
11602,0.84
11603,0.013333333333333334
11604,0.16
11605,0.56
11606,0.5866666666666667
11607,0.5466666666666667
11608,0.0
11609,0.022857142857142857
11610,0.0
11611,0.72
11612,0.36
11613,0.76
11614,0.74
11615,0.2
11616,0.12
11617,0.36
11618,0.48
11619,0.0
11620,0.56
11621,0.0
11622,0.32
11623,0.0
11624,0.96
11625,0.0
11626,0.6
11627,0.84
11628,0.4
11629,0.52
11630,0.0
11631,0.6533333333333333
11632,0.7
11633,0.52
11634,0.0
11635,0.0
11636,0.84
11637,0.04
11638,0.84
11639,0.0
11640,0.76
11641,0.28
11642,0.4
11643,0.6599999999999999
11644,0.74
11645,0.7
11646,0.88
11647,0.0
11648,0.28
11649,0.74
11650,0.6
11651,0.88
11652,0.32
11653,0.72
11654,0.92
11655,0.88
11656,0.44
11657,0.83
11658,0.8200000000000001
11659,0.8
11660,0.0
11661,0.8
11662,0.44
11663,0.92
11664,0.0
11665,0.0
11666,0.4
11668,0.04
11669,0.0
11670,0.48
11671,0.56
11672,0.56
11673,0.52
11674,0.74
11675,0.52
11676,0.52
11677,0.52
11678,0.52
11679,0.0
11680,0.0
11681,0.28
11682,0.2
11683,0.64
11684,0.06666666666666667
11685,0.0
11686,0.08
11687,0.2
11688,0.2
11689,0.0
11690,0.0
11691,0.0
11692,0.04
11693,0.0
11694,0.64
11695,0.68
11696,0.8933333333333334
11697,0.96
11698,0.08
11699,0.4
11700,0.88
11701,0.72
11702,0.6
11703,0.0
11704,0.0
11705,0.96
11706,0.0
11707,1.0
11708,0.56
11709,0.96
11710,0.96
11711,0.96
11712,0.8
11713,0.5800000000000001
11714,0.0
11715,0.0
11716,0.0
11717,0.92
11718,1.0
11719,0.32
11720,0.36
11721,0.92
11722,0.56
11723,0.92
11724,0.36
11725,0.84
11726,0.44
11727,0.52
11728,0.72
11729,0.48
11730,0.76
11731,0.4
11732,0.48
11733,1.0
11734,1.0
11735,0.64
11736,0.84
11737,0.52
11738,0.4
11739,0.56
11740,0.12
11741,0.5800000000000001
11742,0.6000000000000001
11743,0.36
11744,0.4
11745,0.6
11746,0.12
11747,0.76
11748,0.0
11749,0.6000000000000001
11750,1.0
11751,0.8
11752,0.84
11753,0.6
11754,0.48
11755,0.78
11756,0.48
11757,0.48
11758,1.0
11759,0.68
11760,0.52
11761,0.72
11762,0.0
11763,0.6
11764,0.6
11765,0.4
11766,1.0
11767,0.0
11768,1.0
11769,0.56
11770,0.6
11771,0.88
11772,0.68
11773,0.72
11774,0.64
11775,0.92
11776,0.88
11777,0.6
11778,0.76
11779,0.0
11780,0.98
11781,0.96
11782,1.0
11783,0.72
11784,0.0
11785,0.96
11786,0.3066666666666667
11787,0.8
11788,0.56
11789,0.64
11790,0.52
11791,0.04
11792,0.08
11793,0.08
11794,0.7733333333333333
11795,0.76
11796,0.64
11797,0.56
11798,0.6
11799,0.88
11800,0.98
11801,0.64
11802,0.84
11803,0.8000000000000002
11804,0.56
11805,0.56
11806,0.64
11807,0.78
11808,0.16
11809,0.56
11810,0.56
11811,0.92
11812,0.8
11813,0.0
11814,0.92
11815,0.2
11816,0.0
11817,0.8
11818,0.24
11819,0.48
11820,0.72
11821,0.64
11822,0.6
11823,0.32
11824,0.68
11825,0.0
11826,0.68
11827,0.30181818181818176
11828,0.56
11829,0.84
11830,0.7288888888888888
11831,0.84
11832,0.64
11833,0.64
11834,0.36
11835,0.64
11836,0.64
11837,0.64
11838,0.6
11839,0.6
11840,0.6
11841,0.28
11842,0.14
11843,0.4
11844,0.6
11845,0.6
11846,0.6
11847,0.6
11848,0.6
11849,0.56
11850,0.56
11851,0.56
11852,0.56
11853,0.56
11854,0.56
11855,0.56
11856,0.0
11857,0.0
11858,0.96
11859,0.0
11860,0.64
11861,0.43999999999999995
11862,1.0
11863,1.0
11864,1.0
11865,1.0
11866,0.88
11867,0.88
11868,0.8
11869,0.8880000000000001
11870,0.475
11871,0.44
11872,0.88
11873,1.0
11874,0.92
11875,0.48
11876,0.6
11877,0.7050000000000001
11878,0.12
11879,1.0
11880,0.56
11881,0.36
11882,0.48
11883,0.68
11884,0.56
11885,0.56
11886,0.92
11887,0.96
11888,0.76
11889,0.12000000000000001
11890,0.8200000000000001
11891,0.96
11892,0.96
11893,0.96
11894,0.84
11895,0.33999999999999997
11896,0.48
11897,1.0
11898,0.6
11899,0.95
11900,0.7066666666666667
11901,0.96
11902,0.7600000000000001
11903,0.7866666666666667
11904,0.96
11905,0.8400000000000001
11906,0.7600000000000001
11907,0.8200000000000001
11908,0.44
11909,0.96
