Opportunity_ID,Target
10689,0.4244708828982127
10690,0.4352137080705953
10691,0.7365657568210747
10692,0.37582505752267864
10693,0.949980795547127
10694,0.9498823833401934
10695,0.4935457003920323
10696,0.5422509509495499
10697,0.6983363913869008
10698,0.6254139533554759
10699,0.6434664129955896
10700,0.4197248290332279
10701,0.4021277047889919
10702,0.444051911249887
10703,0.4394807442152051
10704,0.5398929269144662
10705,0.6686259770355161
10706,0.26117478607797684
10707,0.31642043229628264
10708,0.1682329154917642
10709,0.7610460481470099
10710,0.6145964978125462
10711,0.6273848197920773
10712,0.4778831099595695
10713,0.5802777605181066
10714,0.42147339265527556
10715,0.8559281800472217
10716,0.9479344370392275
10717,0.6037172730336374
10718,0.8265367855759945
10719,0.8336654139666411
10720,0.3944459488746863
10721,0.6014085185323237
10722,0.38030518240338973
10723,0.22643210199553832
10724,0.3145557865039447
10725,0.7706401839421555
10726,0.38352512662314975
10727,0.5461991649233368
10728,0.8978337670879817
10729,0.4495916261546121
10730,0.6810227702931665
10731,0.6990083370526602
10732,0.6569948099979976
10733,0.6571850831831642
10734,0.4558550407641449
10735,0.8204350383695443
10736,0.7768578707627203
10737,0.7403577087998721
10738,0.7734432660056881
10739,0.8859974411410776
10740,0.4969993867511809
10741,0.8705638142018337
10742,0.7928158213361904
10743,0.5646247116826932
10744,0.562583501017975
10745,0.562527169652345
10746,0.546966710913396
10747,0.5471559295856939
10748,0.7375680247232749
10749,0.679604476870955
10750,0.6200261408251281
10751,0.3368119613167601
10752,0.33693492139008874
10753,0.604215820164917
10754,0.7263755406482221
10755,0.8285590025419077
10756,0.879336695805185
10757,0.7909560318725826
10758,0.9013643326645173
10759,0.6695408397424502
10760,0.30638642706060776
10761,0.9371727056702065
10762,0.8415201113456808
10763,0.7255910186163558
10764,0.7052496883773496
10765,0.48151209815107116
10766,0.46344841611918225
10767,0.7209130823547722
10768,0.4269049214826164
10769,0.0862153815072934
10770,0.43532103368904573
10771,0.3177071774508398
10772,0.23331028073502666
10773,0.7914682051360329
10774,0.5292048301260406
10775,0.1449096254504342
10776,0.3058377759291125
10777,0.6124453305959595
10778,0.8456161785773775
10779,0.8580043174117883
10780,0.9261398823371628
10781,0.6461129257204576
10782,0.7877148720897973
10783,0.43560573515210155
10784,0.7654659198640973
10785,0.39140561611963176
10786,0.5620545158930704
10787,0.8509046138308144
10788,0.6184624931210252
10789,0.36214520488218693
10790,0.4042895918044325
10791,0.8479758642750282
10792,0.41270286221761043
10793,0.16594875487003533
10794,0.1659474107781849
10795,0.6918428576200507
10796,0.5360536277728245
10797,0.5659004913831323
10798,0.5794156822609464
10799,0.46341385976946536
10800,0.5171312993483165
10801,0.2517039347211758
10802,0.5259393880869904
10803,0.36585924543991083
10804,0.8150213132608546
10805,0.14611138433070642
10806,0.8197689042544037
10807,0.2783212059387691
10808,0.6670978337757925
10809,0.7823729722788413
10810,0.16949226266763337
10811,0.7970901682178324
10812,0.5794576146470284
10813,0.3701935133774234
10814,0.2674656566667851
10815,0.7231664979196846
10816,0.637831396616551
10817,0.32922500840087676
10818,0.7040431231408548
10819,0.6013226873098194
10820,0.7925125782094653
10821,0.6987635840129202
10822,0.25219153586117665
10823,0.36787375468431227
10824,0.37139133881702935
10825,0.7044349671815848
10826,0.795882545840203
10827,0.79596118239765
10828,0.6668416503004754
10829,0.8489646130865424
10830,0.37530382851155913
10831,0.8396172955833505
10832,0.5887207832206216
10833,0.6634209305473222
10834,0.7774892570356337
10835,0.5348025245964103
10836,0.8389901141844731
10837,0.6955061424050882
10838,0.797453104441267
10839,0.7466213384541754
10840,0.36493442630821155
10841,0.7989512311486957
10842,0.7164465876761082
10843,0.7716598620688051
10844,0.5651300432734916
10845,0.7994069385044315
10846,0.4902580497379292
10847,0.47048985034365515
10848,0.6522398083268688
10849,0.7546296138731082
10850,0.7337622069203688
10851,0.22475177566741328
10852,0.6785516388241636
10853,0.7381917829410596
10854,0.7074722427611554
10855,0.7540746161584959
10856,0.6187761185053642
10857,0.6827074636074429
10858,0.7728660294208083
10859,0.5188947426650643
10860,0.3436302191548908
10861,0.288121897985804
10862,0.37533826134368636
10863,0.5121196605098498
10864,0.8189057767852244
10865,0.7254943752028866
10866,0.3373766004533657
10867,0.2787149778637837
10868,0.718478445460094
10869,0.25121586360651094
10870,0.5554489884967297
10871,0.6462690078099048
10872,0.3624831586347219
10873,0.4297180704246037
10874,0.7173067131074009
10875,0.41566761053618273
10876,0.7725443627434451
10877,0.9131002122877357
10878,0.23220641963401037
10879,0.37493275987613933
10880,0.34788501391603344
10881,0.6732969350973309
10882,0.7741349639096712
10883,0.6475151010129581
10884,0.8483721280697771
10885,0.6781968346693459
10886,0.9071965595089635
10887,0.37412581668846834
10888,0.28689778662077337
10889,0.8536985155455825
10890,0.297339754425631
10891,0.7554905819342255
10892,0.8458641361138184
10893,0.7506888262940291
10894,0.6670057442491929
10895,0.7618743283728093
10896,0.7245854847168346
10897,0.47749455135298874
10898,0.17519254028716771
10899,0.2714443207383514
10900,0.698724329662511
10901,0.8709374029683014
10902,0.3219023166225879
10903,0.3250970874953604
10904,0.8151187963780693
10905,0.8230337744853763
10906,0.6960500158487591
10907,0.7668439241390271
10908,0.2728925796289891
10909,0.834354414768555
10910,0.4714701400696573
10911,0.8141829950153476
10912,0.71771604427561
10913,0.6208233377822143
10914,0.7212103815757775
10915,0.6468162963494762
10916,0.7598395183998271
10917,0.5812950304689364
10918,0.8675511295074096
10919,0.19482341806168998
10920,0.6826666431022397
10921,0.8326039919482078
10922,0.4243913329522057
10923,0.858980482665191
10924,0.7886815358807376
10925,0.6466965352881333
10926,0.8146038337894906
10927,0.6121338356767893
10928,0.5864845435009511
10929,0.678867535899497
10930,0.4647229815091613
10931,0.820150970473542
10932,0.9095867069623861
10933,0.8910599314648863
10934,0.6637935135627291
10935,0.6623776245455283
10936,0.6279003281294395
10937,0.508962841141624
10938,0.5489845015192264
10939,0.6028600240136814
10940,0.7850186449800508
10941,0.8689118441093905
10942,0.5137156740544095
10943,0.7567321455934687
10944,0.3876504031424191
10945,0.38713072247004227
10946,0.9092964746546838
10947,0.7319020294540768
10948,0.37364639920437287
10949,0.7721490444271507
10950,0.55971140524613
10951,0.550459108506121
10952,0.5252675237415212
10953,0.3823858756064609
10954,0.5798989380505648
10955,0.38891128536781033
10956,0.3582269971181538
10957,0.36243154336897665
10958,0.3580848948721023
10959,0.3705286710486031
10960,0.8353837466834815
10961,0.6681283342622025
10962,0.5479029328104434
10963,0.6033186490061044
10964,0.8600535831587739
10965,0.36486130277048967
10966,0.8844084232514706
10967,0.8691454814734423
10968,0.3826835189341162
10969,0.8696556200961321
10970,0.5055152984992842
10971,0.5078458541807956
10972,0.29262218928551015
10973,0.4161611951797258
10974,0.2826865855134622
10975,0.8343453773099953
10976,0.8278099409356222
10977,0.539009677849862
10978,0.49834330861116094
10979,0.7635281076296486
10980,0.44586898112662315
10981,0.645103071194691
10982,0.47447545580925354
10983,0.41490554243943567
10984,0.2825748875428911
10985,0.39874724515714466
10986,0.6343467457769933
10987,0.6418359738390409
10988,0.6272128778882584
10989,0.3180130859832375
10990,0.3033038086291986
10991,0.10144729318620646
10992,0.15030787237125456
10993,0.8540684173173181
10994,0.3549355232541169
10995,0.4405184887887537
10996,0.4334620205070522
10997,0.43261058026967303
10998,0.7208355944134075
10999,0.686339827029565
11000,0.4460680427766746
11001,0.49825982119116935
11002,0.368178680253461
11003,0.7779260517618654
11004,0.8715035489073871
11005,0.27904703923042723
11006,0.620384452562934
11007,0.8164987410113601
11008,0.18440538404965798
11009,0.888724824112648
11010,0.7744457667752024
11011,0.5775997133613447
11012,0.8467321208328416
11013,0.14622100180016467
11014,0.6389060915316672
11015,0.42796597092050087
11016,0.4453799451461608
11017,0.6485394741293802
11018,0.379501679090966
11019,0.6299069880805701
11020,0.8132431053337136
11021,0.6674581908981316
11022,0.5652560101199576
11023,0.7422974299851689
11024,0.30516643463563964
11025,0.32501880691911605
11026,0.2487487643287529
