Opportunity_ID,Target
10689,0.7733333333333334
10690,0.512
10691,0.72
10692,0.62
10693,0.92
10694,0.92
10695,0.56
10696,0.6
10697,0.76
10698,0.92
10699,0.9200000000000002
10700,0.7600000000000001
10701,0.7200000000000001
10702,0.84
10703,0.7200000000000001
10704,0.88
10705,0.7
10706,0.52
10707,0.12
10708,0.4
10709,0.24
10710,0.8
10711,0.88
10712,0.84
10713,0.84
10714,0.56
10715,0.64
10716,0.6
10717,0.76
10718,0.8
10719,0.6
10720,0.44
10721,0.64
10722,0.44
10723,0.72
10724,0.72
10725,1.0
10726,0.68
10727,0.76
10728,0.92
10729,0.68
10730,0.72
10731,0.08
10732,0.64
10733,0.68
10734,0.92
10735,1.0
10736,0.68
10737,0.72
10738,0.92
10739,0.48
10740,0.16
10741,0.76
10742,0.62
10743,0.8
10744,0.96
10745,0.96
10746,0.88
10747,0.88
10748,0.8200000000000001
10749,0.8
10750,0.9199999999999999
10751,0.64
10752,0.64
10753,0.6
10754,0.5866666666666668
10755,0.72
10756,0.88
10757,0.08
10758,0.135
10759,0.0
10760,0.56
10761,0.92
10762,0.88
10763,0.84
10764,0.84
10765,0.32
10766,0.84
10767,0.84
10768,0.64
10769,0.72
10770,0.4
10771,0.0
10772,0.5800000000000001
10773,0.52
10774,0.52
10775,0.52
10776,0.56
10777,0.88
10778,0.84
10779,0.6533333333333333
10780,0.8
10781,0.64
10782,0.56
10783,0.52
10784,0.54
10785,0.8
10786,0.04
10787,0.8933333333333334
10788,0.72
10789,0.28
10790,0.76
10791,0.8200000000000001
10792,0.8
10793,0.76
10794,0.76
10795,0.84
10796,0.5828571428571429
10797,0.48
10798,0.51
10799,0.36
10800,0.24
10801,0.24
10802,0.04
10803,0.02666666666666667
10804,0.9636363636363637
10805,0.22
10806,0.88
10807,0.52
10808,0.32
10809,0.45999999999999996
10810,0.0
10811,0.04
10812,0.8
10813,0.0
10814,0.0
10815,0.88
10816,0.56
10817,0.0
10818,0.84
10819,0.08
10820,0.64
10821,0.04
10822,0.13333333333333333
10823,0.76
10824,0.0
10825,0.12
10826,0.56
10827,0.88
10828,0.88
10829,0.6266666666666666
10830,0.08
10831,0.32
10832,0.64
10833,0.52
10834,0.16
10835,0.17333333333333334
10836,0.96
10837,0.6
10838,0.0
10839,0.0
10840,0.52
10841,0.08
10842,0.36
10843,0.36
10844,0.8
10845,0.8533333333333334
10846,0.48
10847,0.64
10848,0.0
10849,0.68
10850,0.68
10851,0.6
10852,0.68
10853,0.72
10854,0.74
10855,0.74
10856,0.68
10857,0.8200000000000001
10858,0.76
10859,0.36
10860,0.12
10861,0.04
10862,0.36
10863,0.0
10864,0.98
10865,0.8400000000000001
10866,0.4
10867,0.2
10868,0.6000000000000001
10869,0.0
10870,0.6
10871,0.9466666666666667
10872,0.2
10873,0.24
10874,0.8666666666666667
10875,0.76
10876,0.64
10877,0.96
10878,0.76
10879,0.52
10880,0.36
10881,0.96
10882,0.24
10883,0.04
10884,0.12
10885,0.72
10886,0.74
10887,0.08
10888,0.76
10889,0.8200000000000001
10890,0.76
10891,0.84
10892,0.86
10893,0.0
10894,0.96
10895,0.84
10896,0.88
10897,0.88
10898,0.48
10899,0.08
10900,0.64
10901,0.92
10902,0.84
10903,0.0
10904,0.92
10905,0.84
10906,0.88
10907,0.8
10908,0.08
10909,0.88
10910,0.12
10911,0.92
10912,0.52
10913,0.72
10914,0.09
10915,0.88
10916,0.64
10917,0.6599999999999999
10918,0.84
10919,0.2
10920,0.6
10921,0.04
10922,0.28
10923,0.8400000000000001
10924,0.84
10925,0.8
10926,0.32
10927,0.0
10928,0.8
10929,0.84
10930,0.8
10931,0.72
10932,0.84
10933,0.0
10934,0.5
10935,0.32
10936,0.2
10937,0.08
10938,0.44
10939,0.18000000000000002
10940,0.6933333333333334
10941,0.0
10942,0.0
10943,0.0
10944,0.04
10945,0.52
10946,0.8
10947,0.08
10948,0.36
10949,0.72
10950,0.04
10951,0.04
10952,0.48
10953,0.36
10954,0.56
10955,0.64
10956,0.64
10957,0.64
10958,0.64
10959,0.04
10960,0.92
10961,0.76
10962,0.08
10963,0.04
10964,0.6
10965,0.08
10966,0.8
10967,0.94
10968,0.12
10969,0.8
10970,0.24
10971,0.6133333333333333
10972,0.23333333333333336
10973,0.0
10974,0.64
10975,0.8666666666666667
10976,0.96
10977,0.48
10978,0.76
10979,0.64
10980,0.68
10981,0.5800000000000001
10982,0.64
10983,0.56
10984,0.0
10985,0.16
10986,0.88
10987,0.88
10988,0.06
10989,0.32
10990,0.4
10991,0.08
10992,0.0
10993,0.8200000000000001
10994,0.2
10995,0.52
10996,0.56
10997,0.48
10998,0.92
10999,0.69
11000,0.04
11001,0.2
11002,0.08
11003,0.04
11004,0.76
11005,0.2
11006,0.39499999999999996
11007,0.88
11008,0.08
11009,0.8
11010,0.8
11011,0.36
11012,0.54
11013,0.16
11014,0.41333333333333333
11015,0.52
11016,0.04
11017,0.84
11018,0.08
11019,0.44
11020,0.0
11021,0.68
11022,0.32
11023,0.52
11024,0.30000000000000004
11025,1.0
11026,1.0
11027,1.0
11028,0.56
11029,0.76
11030,0.52
11031,0.64
11032,0.08
11033,0.8
11034,0.04
11035,0.04
11036,0.84
11037,0.6
11038,0.48
11039,0.8
11040,0.6
11041,0.88
