Opportunity_ID,Target
10689,0.7533333333333333
10690,0.542
10691,0.665
10692,0.6966666666666668
10693,0.85
10694,0.85
10695,0.61
10696,0.615
10697,0.755
10698,0.72
10699,0.758
10700,0.58
10701,0.655
10702,0.615
10703,0.635
10704,0.725
10705,0.8574999999999999
10706,0.4575
10707,0.425
10708,0.445
10709,0.795
10710,0.745
10711,0.69
10712,0.795
10713,0.755
10714,0.5
10715,0.86
10716,0.77
10717,0.55
10718,0.725
10719,0.78
10720,0.44
10721,0.7
10722,0.67
10723,0.64
10724,0.825
10725,0.79
10726,0.835
10727,0.555
10728,0.83
10729,0.495
10730,0.805
10731,0.26
10732,0.58
10733,0.575
10734,0.525
10735,0.89
10736,0.73
10737,0.8
10738,0.59
10739,0.615
10740,0.465
10741,0.91
10742,0.83
10743,0.685
10744,0.69
10745,0.69
10746,0.665
10747,0.665
10748,0.76
10749,0.81
10750,0.77875
10751,0.45
10752,0.45
10753,0.57
10754,0.7225
10755,0.715
10756,0.815
10757,0.33
10758,0.268125
10759,0.315
10760,0.225
10761,0.725
10762,0.73
10763,0.815
10764,0.79
10765,0.335
10766,0.78
10767,0.8000000000000002
10768,0.395
10769,0.445
10770,0.365
10771,0.31
10772,0.565
10773,0.71
10774,0.32
10775,0.275
10776,0.385
10777,0.59
10778,0.615
10779,0.7083333333333334
10780,0.705
10781,0.665
10782,0.375
10783,0.285
10784,0.6425000000000001
10785,0.52
10786,0.21
10787,0.8249999999999998
10788,0.76
10789,0.425
10790,0.51
10791,0.79
10792,0.48
10793,0.805
10794,0.805
10795,0.79
10796,0.7235714285714285
10797,0.7
10798,0.63375
10799,0.6887500000000001
10800,0.61
10801,0.2333333333333333
10802,0.53
10803,0.08583333333333333
10804,0.7668181818181821
10805,0.075
10806,0.7833333333333333
10807,0.42
10808,0.433
10809,0.6325000000000001
10810,0.19
10811,0.405
10812,0.775
10813,0.18
10814,0.175
10815,0.695
10816,0.51
10817,0.25
10818,0.735
10819,0.33
10820,0.735
10821,0.315
10822,0.11
10823,0.785
10824,0.305
10825,0.515
10826,0.615
10827,0.755
10828,0.725
10829,0.51
10830,0.38
10831,0.61
10832,0.525
10833,0.5
10834,0.265
10835,0.4533333333333333
10836,0.77
10837,0.76
10838,0.555
10839,0.25
10840,0.35
10841,0.35250000000000004
10842,0.51
10843,0.52
10844,0.695
10845,0.8516666666666667
10846,0.535
10847,0.625
10848,0.315
10849,0.685
10850,0.695
10851,0.365
10852,0.665
10853,0.605
10854,0.5625
10855,0.5875
10856,0.51
10857,0.5925
10858,0.5625
10859,0.25
10860,0.175
10861,0.12
10862,0.345
10863,0.305
10864,0.815
10865,0.7675000000000001
10866,0.145
10867,0.18
10868,0.6825
10869,0.25
10870,0.635
10871,0.8483333333333333
10872,0.12
10873,0.305
10874,0.7999999999999999
10875,0.7975000000000001
10876,0.7975000000000001
10877,0.73
10878,0.57
10879,0.36
10880,0.375
10881,0.745
10882,0.275
10883,0.38
10884,0.425
10885,0.63
10886,0.5449999999999999
10887,0.3
10888,0.76
10889,0.8274999999999999
10890,0.76
10891,0.8
10892,0.75
10893,0.415
10894,0.815
10895,0.785
10896,0.8000000000000002
10897,0.8
10898,0.24
10899,0.48
10900,0.6725
10901,0.795
10902,0.545
10903,0.19
10904,0.74
10905,0.745
10906,0.695
10907,0.68
10908,0.17
10909,0.635
10910,0.225
10911,0.79
10912,0.45
10913,0.765
10914,0.41937500000000005
10915,0.785
10916,0.61
10917,0.45499999999999996
10918,0.72
10919,0.275
10920,0.715
10921,0.605
10922,0.485
10923,0.5700000000000001
10924,0.79
10925,0.69
10926,0.34
10927,0.33
10928,0.725
10929,0.465
10930,0.5700000000000001
10931,0.65
10932,0.775
10933,0.49
10934,0.5125
10935,0.51
10936,0.5325
10937,0.225
10938,0.295
10939,0.4925
10940,0.6383333333333333
10941,0.385
10942,0.355
10943,0.43
10944,0.24
10945,0.375
10946,0.69
10947,0.6625000000000001
10948,0.315
10949,0.805
10950,0.295
10951,0.28
10952,0.585
10953,0.155
10954,0.565
10955,0.435
10956,0.32
10957,0.42
10958,0.33
10959,0.11
10960,0.78
10961,0.7
10962,0.265
10963,0.29
10964,0.5
10965,0.225
10966,0.705
10967,0.8075
10968,0.215
10969,0.795
10970,0.34
10971,0.7000000000000001
10972,0.21583333333333332
10973,0.23375000000000004
10974,0.485
10975,0.6383333333333333
10976,0.79
10977,0.67
10978,0.775
10979,0.67
10980,0.565
10981,0.5925
10982,0.445
10983,0.435
10984,0.16333333333333333
10985,0.175
10986,0.775
10987,0.79
10988,0.475
10989,0.27
10990,0.155
10991,0.195
10992,0.07
10993,0.825
10994,0.27
10995,0.515
10996,0.47
10997,0.335
10998,0.8375
10999,0.6275
11000,0.19
11001,0.4
11002,0.41
11003,0.275
11004,0.775
11005,0.285
11006,0.38499999999999995
11007,0.775
11008,0.14
11009,0.775
11010,0.835
11011,0.44
11012,0.5375000000000001
11013,0.22999999999999998
11014,0.5499999999999999
11015,0.395
11016,0.27
11017,0.605
11018,0.235
11019,0.795
11020,0.31
11021,0.59
11022,0.555
11023,0.725
11024,0.23249999999999998
11025,0.755
11026,0.75
11027,0.8
11028,0.43
11029,0.7
11030,0.44
11031,0.79
11032,0.505
11033,0.805
11034,0.16166666666666665
11035,0.21
11036,0.785
11037,0.48
11038,0.51
11039,0.765
11040,0.465
11041,0.83
11042,0.495
11043,0.6174999999999999
11044,0.365
11045,0.13
11046,0.585
11047,0.585
11048,0.475
11049,0.435
11050,0.51
11051,0.68
11052,0.24
11053,0.22
11054,0.29625
11055,0.44
11056,0.38
11057,0.48666666666666664
11058,0.2025
11059,0.355
11060,0.3875
11061,0.32
11062,0.15
11063,0.78
11064,0.775
11065,0.735
11066,0.78
11067,0.65
11068,0.725
11069,0.32625000000000004
11070,0.6225
11071,0.445
11072,0.64
11073,0.6625000000000001
11074,0.5516666666666666
11075,0.305
11076,0.785
11077,0.62
11078,0.35
11079,0.52
11080,0.69
11081,0.65
11082,0.26375
11083,0.195
11084,0.255
11085,0.51
11086,0.665
11087,0.78
11088,0.105
11089,0.22194444444444444
11090,0.15
11091,0.5925
11092,0.725
11093,0.5625
11094,0.57
11095,0.745
11096,0.815
11097,0.14500000000000002
11098,0.265
11099,0.355
11100,0.41
11101,0.54
11102,0.4
11103,0.465
11104,0.49
11105,0.245
11106,0.285
11107,0.3233333333333333
11108,0.85
11109,0.63
11110,0.7
11222,0.675
11223,0.755
11224,0.76375
11225,0.29
11226,0.76
11227,0.115
11228,0.69
11229,0.71
11230,0.69
11231,0.655
11232,0.57
11233,0.78
11234,0.63
11235,0.27
11236,0.7555555555555556
11237,0.2275
11238,0.665
11239,0.35
11240,0.26
11241,0.8
11242,0.8
11243,0.25
11244,0.185
11245,0.7050000000000001
11246,0.18
11247,0.21
11248,0.5840909090909091
11249,0.735
11250,0.18
11251,0.715
11252,0.545
11253,0.6625000000000001
11254,0.51
11255,0.675
11256,0.815
11257,0.16
11258,0.225
11259,0.84
11260,0.82
11261,0.44
11262,0.7725
11263,0.815
11264,0.615
11265,0.415
11266,0.095
11267,0.66
11268,0.475
11269,0.345
11270,0.35
11271,0.275
11272,0.53
11273,0.6983333333333334
11274,0.7775
11275,0.7783333333333333
11276,0.775
11277,0.77
11278,0.44
11279,0.25
11280,0.603
11281,0.715
11282,0.44
11283,0.135
11284,0.245
11285,0.335
11286,0.32
11287,0.835
11288,0.61
11289,0.46
11290,0.385
11291,0.33
11292,0.335
11293,0.79
11294,0.35666666666666663
11295,0.475
11296,0.260625
11297,0.11
11298,0.465
11299,0.83
11300,0.43
11301,0.69
11302,0.465
11303,0.585
11304,0.5874999999999999
11305,0.205
11306,0.145
11307,0.295
11308,0.81
11309,0.705
11310,0.59
11311,0.59
11312,0.315
11313,0.55
11314,0.24
11315,0.745
11316,0.755
11317,0.45
11318,0.575
11319,0.785
11320,0.6950000000000001
11321,0.4
